"","N_Processo","Tipo_Movimentação","Data","Tempo","Censura"
"64828",1.0190074820184e+19,"Conclusão-Remessa","2018-09-17",3,0
"64835",1.0190074820184e+19,"Conclusão-Documento","2018-10-09",1,0
"64845",1.0190074820184e+19,"Conclusão-Juntada","2019-05-27",0,0
"64851",1.0190074820184e+19,"Decurso de Prazo","2019-09-26",67,1
"64857",1.0198917720184e+19,"Conclusão-Remessa","2018-09-25",0,0
"64863",1.0198917720184e+19,"Conclusão-Petição","2018-10-11",0,0
"64873",1.0198917720184e+19,"Conclusão-Juntada","2019-05-27",0,0
"64878",1.0198917720184e+19,"Decurso de Prazo","2019-09-26",67,1
"64883",1.0060585520194e+19,"Conclusão-Remessa","2019-03-12",1,0
"64886",1.0060585520194e+19,"Conclusão-Redistribuição","2019-03-12",0,0
"64907",1.0060585520194e+19,"Conclusão-Decurso de Prazo","2019-05-27",39,0
"64914",1.0060585520194e+19,"Decurso de Prazo","2019-09-26",67,1
"64919",1.0211974720194e+19,"Conclusão-Recebimento","2019-08-01",0,0
"64934",1.0211974720194e+19,"Decurso de Prazo","2019-09-26",67,1
"64940",1.0156924620174e+19,"Conclusão-Remessa","2017-11-17",1,0
"64947",1.0156924620174e+19,"Conclusão-Petição","2018-10-08",41,0
"64954",1.0156924620174e+19,"Decurso de Prazo","2019-09-26",67,1
"64959",1.0152980520184e+19,"Conclusão-Remessa","2018-08-09",0,0
"64971",1.0152980520184e+19,"Conclusão-Petição","2018-09-06",0,0
"64985",1.0152980520184e+19,"Conclusão-Juntada","2019-05-16",0,0
"64991",1.0152980520184e+19,"Decurso de Prazo","2019-10-12",51,1
"64996",1.0215805920184e+19,"Conclusão-Remessa","2018-10-15",0,0
"65010",1.0215805920184e+19,"Conclusão-Juntada","2019-05-27",0,0
"65015",1.0215805920184e+19,"Decurso de Prazo","2019-09-26",67,1
"65018",1.0232925020194e+19,"Conclusão-Recebimento","2019-08-20",0,0
"65034",1.0232925020194e+19,"Decurso de Prazo","2019-10-16",47,1
"65039",1.0212693420194e+19,"Conclusão-Remessa","2019-08-08",3,0
"65043",1.0212693420194e+19,"Petição","2019-10-02",61,1
"65048",1.0226065820194e+19,"Conclusão-Remessa","2019-08-14",0,0
"65055",1.0226065820194e+19,"Petição","2019-10-09",54,1
"65060",1.0177479620194e+19,"Conclusão-Remessa","2019-07-11",8,0
"65063",1.0177479620194e+19,"Conclusão","2019-09-26",67,1
"65066",1.0228326320194e+19,"Conclusão-Recebimento","2019-08-15",0,0
"65072",1.0228326320194e+19,"Decurso de Prazo","2019-10-08",55,1
"65075",1.0284976020194e+19,"Conclusão-Recebimento","2019-10-01",5,0
"65079",1.0284976020194e+19,"Conclusão","2019-10-07",56,1
"65084",1.0285019720194e+19,"Conclusão","2019-09-27",66,1
"65089",1.0262426620184e+19,"Conclusão-Remessa","2018-12-06",0,0
"65094",1.0262426620184e+19,"Conclusão-Petição","2019-07-09",35,0
"65100",1.0262426620184e+19,"Petição","2019-10-23",40,1
"65102",1.0285244320194e+19,"Recebimento","2019-09-26",67,1
"65107",1.0285330520194e+19,"Conclusão-Remessa","2019-09-27",0,0
"65109",1.0285330520194e+19,"Expedição de documento","2019-09-27",66,1
"65115",1.0285495620194e+19,"Expedição de documento","2019-10-16",47,1
"65120",1.0285954520194e+19,"Conclusão-Remessa","2019-09-27",0,0
"65129",1.0285954520194e+19,"Decurso de Prazo","2019-10-23",40,1
"65134",1.0285971520194e+19,"Conclusão-Remessa","2019-09-27",0,0
"65151",1.0285971520194e+19,"Decurso de Prazo","2019-10-22",41,1
"65156",1.0244608720194e+19,"Conclusão-Remessa","2019-08-29",0,0
"65161",1.0244608720194e+19,"Petição","2019-10-18",45,1
"65166",1.0248029820194e+19,"Conclusão-Remessa","2019-08-30",0,0
"65171",1.0248029820194e+19,"Petição","2019-10-14",49,1
"65176",1.0286119620194e+19,"Conclusão-Remessa","2019-09-27",0,0
"65181",1.0286119620194e+19,"Mandado","2019-10-07",56,1
"65187",1.0286421920194e+19,"Cancelamento de Distribuição","2019-09-27",66,1
"65193",1.0286612520194e+19,"Remessa","2019-10-03",60,1
"65199",1.0287002220194e+19,"Conclusão-Remessa","2019-10-01",0,0
"65201",1.0287002220194e+19,"Petição","2019-10-04",59,1
"65206",1.0071873220184e+19,"Conclusão-Remessa","2018-04-11",0,0
"65212",1.0071873220184e+19,"Conclusão-Petição","2019-03-18",12,0
"65218",1.0071873220184e+19,"Decurso de Prazo","2019-10-19",44,1
"65225",1.0287400420194e+19,"Petição","2019-10-24",39,1
"65228",1.0287331220194e+19,"Conclusão-Recebimento","2019-10-01",4,0
"65230",1.0287331220194e+19,"Remessa","2019-10-01",62,1
"65235",1.0125137020184e+19,"Conclusão-Remessa","2018-06-28",1,0
"65252",1.0125137020184e+19,"Conclusão-Decurso de Prazo","2019-05-27",201,0
"65256",1.0125137020184e+19,"Expedição de documento","2019-10-01",62,1
"65261",1.0189243220184e+19,"Conclusão-Remessa","2018-09-17",3,0
"65269",1.0189243220184e+19,"Conclusão-Petição","2018-10-10",1,0
"65293",1.0189243220184e+19,"Conclusão-Petição","2019-05-27",69,0
"65299",1.0189243220184e+19,"Petição","2019-10-28",35,1
"65305",1.0106548220194e+19,"Conclusão-Remessa","2019-04-29",0,0
"65311",1.0106548220194e+19,"Petição","2019-10-25",38,1
"65316",1.0070565720184e+19,"Conclusão-Remessa","2018-04-10",0,0
"65326",1.0070565720184e+19,"Conclusão-Petição","2018-09-06",77,0
"65338",1.0070565720184e+19,"Conclusão-Juntada","2019-05-27",0,0
"65339",1.0070565720184e+19,"Ausência de pressupostos processuais","2019-09-27",66,1
"65344",1.0076296120194e+19,"Conclusão-Remessa","2019-03-26",0,0
"65351",1.0076296120194e+19,"Conclusão-Decurso de Prazo","2019-04-25",7,0
"65363",1.0076296120194e+19,"Conclusão-Petição","2019-10-17",20,0
"65367",1.0076296120194e+19,"Petição","2019-11-03",29,1
"65370",1.0288162820194e+19,"Conclusão-Distribuição","2019-10-01",4,0
"65372",1.0288162820194e+19,"Remessa","2019-10-01",62,1
"65378",1.0077615520184e+19,"Conclusão-Remessa","2018-04-23",0,0
"65387",1.0077615520184e+19,"Conclusão-Decurso de Prazo","2019-06-29",111,0
"65388",1.0077615520184e+19,"Improcedência","2019-09-27",66,1
"65393",1.0163901820184e+19,"Conclusão-Remessa","2018-08-16",0,0
"65402",1.0163901820184e+19,"Mandado","2019-09-27",66,1
"65406",1.0028252120174e+19,"Conclusão-Documento","2017-05-09",0,0
"65410",1.0028252120174e+19,"Conclusão-Documento","2017-05-16",0,0
"65412",1.0028252120174e+19,"Conclusão-Petição","2017-05-24",1,0
"65421",1.0028252120174e+19,"Conclusão-Petição","2017-06-20",1,0
"65431",1.0028252120174e+19,"Conclusão-Decurso de Prazo","2018-02-07",181,0
"65435",1.0028252120174e+19,"Conclusão-Petição","2019-06-29",138,0
"65440",1.0028252120174e+19,"Petição","2019-10-03",60,1
"65443",1.0086008020184e+19,"Conclusão-Recebimento","2018-05-02",0,0
"65461",1.0086008020184e+19,"Conclusão-Juntada","2019-05-27",0,0
"65470",1.0086008020184e+19,"Decurso de Prazo","2019-10-19",44,1
"65475",1.0229625320194e+19,"Conclusão-Remessa","2019-08-19",3,0
"65479",1.0229625320194e+19,"Decurso de Prazo","2019-09-28",65,1
"65485",1.0147216120174e+19,"Conclusão-Remessa","2017-11-10",1,0
"65488",1.0147216120174e+19,"Conclusão-Redistribuição","2017-11-21",5,0
"65494",1.0147216120174e+19,"Conclusão-Expedição de documento","2018-05-14",27,0
"65507",1.0147216120174e+19,"Conclusão","2019-10-29",34,1
"65512",1.0229902120194e+19,"Conclusão-Recebimento","2019-08-19",3,0
"65520",1.0229902120194e+19,"Petição","2019-10-02",61,1
"65526",1.0233375420194e+19,"Conclusão-Mero expediente","2019-08-22",0,0
"65530",1.0233375420194e+19,"Decurso de Prazo","2019-10-19",44,1
"65535",1.0068227520184e+19,"Conclusão-Remessa","2018-04-09",0,0
"65548",1.0068227520184e+19,"Conclusão-Juntada","2019-05-27",0,0
"65552",1.0068227520184e+19,"Decurso de Prazo","2019-09-28",65,1
"65555",1.0159531120174e+19,"Conclusão-Recebimento","2017-11-20",6,0
"65563",1.0159531120174e+19,"Conclusão-Petição","2018-04-27",11,0
"65570",1.0159531120174e+19,"Conclusão-Petição","2019-03-27",54,0
"65574",1.0159531120174e+19,"Decurso de Prazo","2019-09-28",65,1
"65575",1.0288925220194e+19,"Conclusão-Decurso de Prazo","2019-10-01",65,0
"65583",1.0288925220194e+19,"Decurso de Prazo","2019-10-26",37,1
"65588",1.0292753020194e+19,"Conclusão-Remessa","2019-10-02",0,0
"65594",1.0292753020194e+19,"Petição","2019-10-16",47,1
"65599",1.0192124320194e+19,"Conclusão-Remessa","2019-07-16",1,0
"65601",1.0192124320194e+19,"Conclusão-Mero expediente","2019-07-17",1,0
"65607",1.0192124320194e+19,"Petição","2019-10-28",35,1
"65612",1.0292926620194e+19,"Conclusão-Remessa","2019-10-02",0,0
"65615",1.0292926620194e+19,"Petição","2019-10-14",49,1
"65621",1.0292987320194e+19,"Conclusão","2019-10-02",61,1
"65624",1.0293073520194e+19,"Conclusão-Recebimento","2019-10-04",3,0
"65628",1.0293073520194e+19,"Expedição de documento","2019-10-16",47,1
"65633",1.0078371620174e+19,"Conclusão-Remessa","2017-07-24",0,0
"65638",1.0078371620174e+19,"Conclusão-Petição","2017-08-07",3,0
"65647",1.0078371620174e+19,"Conclusão-Decurso de Prazo","2018-02-08",64,0
"65653",1.0078371620174e+19,"Expedição de documento","2019-10-02",61,1
"65656",1.0293480220194e+19,"Conclusão-Recebimento","2019-10-04",3,0
"65658",1.0293480220194e+19,"Remessa","2019-10-04",59,1
"65665",1.0293194920194e+19,"Conclusão-Remessa","2019-10-03",0,0
"65667",1.0293194920194e+19,"Petição","2019-10-22",41,1
"65672",1.0293281120194e+19,"Conclusão-Remessa","2019-10-02",0,0
"65682",1.0293281120194e+19,"Decurso de Prazo","2019-10-23",40,1
"65687",1.0293429220194e+19,"Conclusão-Remessa","2019-10-02",0,0
"65689",1.0293429220194e+19,"Expedição de documento","2019-10-08",55,1
"65694",1.0293723020194e+19,"Conclusão-Remessa","2019-10-02",0,0
"65697",1.0293723020194e+19,"Conclusão-Ato ordinatorio","2019-10-02",0,0
"65699",1.0293723020194e+19,"Conclusão-Mero expediente","2019-10-02",0,0
"65706",1.0293723020194e+19,"Conclusão-Petição","2019-10-21",6,0
"65710",1.0293723020194e+19,"Conclusão-Remessa","2019-10-22",0,0
"65711",1.0293723020194e+19,"Outros","2019-10-28",35,1
"65717",1.0293766720194e+19,"Conclusão-Documento","2019-10-02",0,0
"65723",1.0293766720194e+19,"Conclusão-Redistribuição","2019-10-21",0,0
"65726",1.0293766720194e+19,"Conclusão-Redistribuição","2019-10-22",1,0
"65727",1.0293766720194e+19,"Outros","2019-10-28",35,1
"65732",1.0035409220194e+19,"Conclusão-Remessa","2019-02-13",0,0
"65735",1.0035409220194e+19,"Conclusão-Ato ordinatorio","2019-03-15",0,0
"65748",1.0035409220194e+19,"Decurso de Prazo","2019-10-19",44,1
"65753",1.0294510920194e+19,"Conclusão-Remessa","2019-10-02",0,0
"65763",1.0294510920194e+19,"Petição","2019-10-17",46,1
"65768",1.0294563120194e+19,"Conclusão-Remessa","2019-10-03",0,0
"65778",1.0294563120194e+19,"Petição","2019-10-17",46,1
"65789",1.0294623820194e+19,"Conclusão-Remessa","2019-10-03",0,0
"65797",1.0294623820194e+19,"Petição","2019-10-24",39,1
"65802",1.0213196020194e+19,"Conclusão-Remessa","2019-08-02",0,0
"65809",1.0213196020194e+19,"Decurso de Prazo","2019-10-02",61,1
"65815",1.0085306320184e+19,"Conclusão-Recebimento","2018-04-30",0,0
"65819",1.0085306320184e+19,"Conclusão-Documento","2018-05-04",0,0
"65823",1.0085306320184e+19,"Conclusão-Redistribuição","2018-06-22",0,0
"65841",1.0085306320184e+19,"Conclusão-Juntada","2019-05-27",0,0
"65848",1.0085306320184e+19,"Decurso de Prazo","2019-10-08",55,1
"65853",1.0175094820174e+19,"Conclusão-Remessa","2017-12-05",1,0
"65860",1.0175094820174e+19,"Conclusão-Petição","2018-06-21",13,0
"65869",1.0175094820174e+19,"Conclusão-Petição","2019-03-13",43,0
"65873",1.0175094820174e+19,"Decurso de Prazo","2019-10-02",61,1
"65881",1.0296390220194e+19,"Conclusão-Remessa","2019-10-03",0,0
"65888",1.0296390220194e+19,"Decurso de Prazo","2019-10-26",37,1
"65895",1.0296157120194e+19,"Conclusão-Remessa","2019-10-03",0,0
"65896",1.0296157120194e+19,"Mandado","2019-10-08",55,1
"65899",1.0298495320194e+19,"Conclusão-Recebimento","2019-10-04",1,0
"65901",1.0298495320194e+19,"Remessa","2019-10-04",59,1
"65909",1.0296710720194e+19,"Conclusão-Remessa","2019-10-03",0,0
"65916",1.0296710720194e+19,"Petição","2019-10-29",34,1
"65919",1.0021291420194e+19,"Conclusão-Recebimento","2019-02-01",2,0
"65926",1.0021291420194e+19,"Petição","2019-10-03",60,1
"65931",1.0187251020184e+19,"Conclusão-Remessa","2018-09-12",0,0
"65943",1.0187251020184e+19,"Conclusão-Petição","2018-10-30",8,0
"65957",1.0187251020184e+19,"Conclusão-Juntada","2019-05-27",0,0
"65961",1.0187251020184e+19,"Petição","2019-10-07",56,1
"65966",1.0022677820194e+19,"Conclusão-Remessa","2019-02-01",0,0
"65971",1.0022677820194e+19,"Petição","2019-10-03",60,1
"65977",1.0260899620194e+19,"Remessa","2019-10-03",60,1
"65983",1.0234137820194e+19,"Conclusão-Mudança de Classe Processual","2019-08-22",1,0
"65987",1.0234137820194e+19,"Decurso de Prazo","2019-10-19",44,1
"65992",1.0118092320194e+19,"Conclusão-Remessa","2019-05-09",0,0
"65996",1.0118092320194e+19,"Petição","2019-10-03",60,1
"65999",1.0298780620194e+19,"Conclusão-Recebimento","2019-10-04",1,0
"66004",1.0298780620194e+19,"Remessa","2019-10-04",59,1
"66009",1.0110145120184e+19,"Conclusão-Remessa","2018-06-08",0,0
"66025",1.0110145120184e+19,"Conclusão-Petição","2019-05-27",98,0
"66032",1.0110145120184e+19,"Expedição de documento","2019-10-03",60,1
"66035",1.0298893520194e+19,"Conclusão-Recebimento","2019-10-04",1,0
"66039",1.0298893520194e+19,"Expedição de documento","2019-10-08",55,1
"66042",1.0299067120194e+19,"Conclusão-Recebimento","2019-10-04",1,0
"66050",1.0299067120194e+19,"Petição","2019-10-17",46,1
"66058",1.0296174120194e+19,"Conclusão-Remessa","2019-10-03",0,0
"66061",1.0296174120194e+19,"Conclusão-Remessa","2019-10-04",0,0
"66067",1.0296174120194e+19,"Petição","2019-10-29",34,1
"66073",1.0294996520194e+19,"Conclusão-Remessa","2019-10-03",0,0
"66076",1.0294996520194e+19,"Conclusão-Remessa","2019-10-04",0,0
"66088",1.0294996520194e+19,"Documento","2019-10-28",35,1
"66093",1.0299136320194e+19,"Conclusão","2019-10-04",59,1
"66101",1.0292649820194e+19,"Conclusão","2019-10-04",59,1
"66106",1.0120312520184e+19,"Conclusão-Remessa","2018-06-20",0,0
"66114",1.0120312520184e+19,"Conclusão-Petição","2018-09-20",45,0
"66124",1.0120312520184e+19,"Conclusão-Juntada","2019-05-27",0,0
"66127",1.0120312520184e+19,"Decurso de Prazo","2019-10-04",59,1
"66132",1.0169851720184e+19,"Conclusão-Remessa","2018-08-22",0,0
"66142",1.0169851720184e+19,"Conclusão-Juntada","2019-05-27",0,0
"66147",1.0169851720184e+19,"Decurso de Prazo","2019-10-04",59,1
"66152",1.0170691820184e+19,"Conclusão-Remessa","2018-08-23",0,0
"66162",1.0170691820184e+19,"Conclusão-Decurso de Prazo","2019-04-08",51,0
"66170",1.0170691820184e+19,"Decurso de Prazo","2019-10-04",59,1
"66173",1.0299421620194e+19,"Conclusão-Recebimento","2019-10-04",0,0
"66185",1.0299421620194e+19,"Petição","2019-10-17",46,1
"66190",1.0215829220194e+19,"Conclusão-Remessa","2019-08-15",10,0
"66193",1.0215829220194e+19,"Conclusão-Petição","2019-08-27",1,0
"66196",1.0215829220194e+19,"Decurso de Prazo","2019-10-05",58,1
"66201",1.0300971920194e+19,"Conclusão-Remessa","2019-10-07",0,0
"66203",1.0300971920194e+19,"Expedição de documento","2019-10-16",47,1
"66208",1.0301032620194e+19,"Conclusão-Juntada","2019-10-07",0,0
"66215",1.0301032620194e+19,"Mandado","2019-10-16",47,1
"66221",1.0301154020194e+19,"Conclusão-Remessa","2019-10-10",2,0
"66225",1.0301154020194e+19,"Conclusão","2019-10-24",39,1
"66228",1.0030974420194e+19,"Conclusão-Recebimento","2019-02-08",1,0
"66236",1.0030974420194e+19,"Petição","2019-10-29",34,1
"66242",1.0300703620194e+19,"Conclusão-Remessa","2019-10-07",0,0
"66244",1.0300703620194e+19,"Expedição de documento","2019-10-08",55,1
"66250",1.0301405320194e+19,"Conclusão-Juntada","2019-10-07",0,0
"66253",1.0301405320194e+19,"Petição","2019-10-22",41,1
"66258",1.0299967920194e+19,"Conclusão-Remessa","2019-10-07",0,0
"66260",1.0299967920194e+19,"Conclusão-Outros","2019-10-08",1,0
"66264",1.0299967920194e+19,"Petição","2019-10-18",45,1
"66269",1.0300686620194e+19,"Conclusão-Remessa","2019-10-07",0,0
"66271",1.0300686620194e+19,"Conclusão-Mero expediente","2019-10-08",1,0
"66276",1.0300686620194e+19,"Petição","2019-10-27",36,1
"66280",1.0301778020194e+19,"Conclusão-Remessa","2019-10-08",0,0
"66282",1.0301778020194e+19,"Remessa","2019-10-08",55,1
"66286",1.0301864220194e+19,"Conclusão-Mudança de Classe Processual","2019-10-08",0,0
"66288",1.0301864220194e+19,"Remessa","2019-10-08",55,1
"66294",1.0107469420184e+19,"Conclusão-Remessa","2018-06-06",0,0
"66304",1.0107469420184e+19,"Conclusão-Petição","2018-07-31",36,0
"66318",1.0107469420184e+19,"Conclusão-Decurso de Prazo","2019-07-02",160,0
"66328",1.0107469420184e+19,"Expedição de documento","2019-10-10",53,1
"66333",1.0170605620184e+19,"Conclusão-Remessa","2018-08-23",0,0
"66344",1.0170605620184e+19,"Conclusão-Juntada","2019-04-08",0,0
"66348",1.0170605620184e+19,"Petição","2019-10-07",56,1
"66351",1.0290467020194e+19,"Conclusão-Remessa","2019-10-01",0,0
"66354",1.0290467020194e+19,"Expedição de documento","2019-10-08",55,1
"66359",1.0180902920184e+19,"Conclusão-Remessa","2018-09-04",0,0
"66376",1.0180902920184e+19,"Conclusão-Juntada","2019-05-27",0,0
"66381",1.0180902920184e+19,"Petição","2019-10-07",56,1
"66386",1.0302513720194e+19,"Conclusão-Remessa","2019-10-07",0,0
"66391",1.0302513720194e+19,"Documento","2019-10-28",35,1
"66396",1.0302548920194e+19,"Conclusão-Remessa","2019-10-08",0,0
"66400",1.0302548920194e+19,"Petição","2019-10-29",34,1
"66405",1.0302565920194e+19,"Conclusão-Remessa","2019-10-09",0,0
"66406",1.0302565920194e+19,"Liminar","2019-10-28",35,1
"66409",1.0290986620194e+19,"Conclusão-Remessa","2019-10-02",0,0
"66416",1.0290986620194e+19,"Conclusão-Mandado","2019-10-08",1,0
"66420",1.0290986620194e+19,"Petição","2019-10-19",44,1
"66425",1.0294875120194e+19,"Conclusão-Remessa","2019-10-03",0,0
"66431",1.0294875120194e+19,"Petição","2019-10-29",34,1
"66436",1.0303016320194e+19,"Conclusão","2019-10-10",53,1
"66441",1.0297317720194e+19,"Conclusão-Remessa","2019-10-03",0,0
"66448",1.0297317720194e+19,"Petição","2019-11-03",29,1
"66451",1.0290570220194e+19,"Conclusão-Remessa","2019-10-02",0,0
"66461",1.0290570220194e+19,"Petição","2019-10-16",47,1
"66466",1.0118441720184e+19,"Conclusão-Remessa","2018-06-20",0,0
"66476",1.0118441720184e+19,"Conclusão-Petição","2018-07-31",32,0
"66483",1.0118441720184e+19,"Mandado","2019-10-14",49,1
"66489",1.0303146220194e+19,"Conclusão-Remessa","2019-10-09",0,0
"66493",1.0303146220194e+19,"Mandado","2019-10-17",46,1
"66499",1.0303389020194e+19,"Conclusão-Remessa","2019-10-09",0,0
"66500",1.0303389020194e+19,"Expedição de documento","2019-10-16",47,1
"66505",1.0303743520194e+19,"Conclusão-Remessa","2019-10-08",0,0
"66509",1.0303743520194e+19,"Petição","2019-10-17",46,1
"66512",1.0152539820184e+19,"Conclusão-Recebimento","2018-08-15",8,0
"66515",1.0152539820184e+19,"Conclusão-Remessa","2018-11-22",99,0
"66523",1.0152539820184e+19,"Petição","2019-10-07",56,1
"66529",1.0304652820194e+19,"Conclusão-Remessa","2019-10-09",0,0
"66533",1.0304652820194e+19,"Mandado","2019-10-27",36,1
"66534",1.0289739820194e+19,"Conclusão-Mandado","2019-10-01",36,0
"66543",1.0289739820194e+19,"Mandado","2019-10-29",34,1
"66548",1.0138575220194e+19,"Conclusão-Remessa","2019-05-28",0,0
"66555",1.0138575220194e+19,"Documento","2019-10-18",45,1
"66560",1.0310057620194e+19,"Conclusão-Remessa","2019-10-10",0,0
"66567",1.0310057620194e+19,"Petição","2019-10-21",42,1
"66574",1.0305865620194e+19,"Conclusão-Remessa","2019-10-09",0,0
"66576",1.0305865620194e+19,"Petição","2019-10-28",35,1
"66582",1.0310196020194e+19,"Conclusão-Remessa","2019-10-10",0,0
"66589",1.0310196020194e+19,"Mandado","2019-10-23",40,1
"66595",1.0300772820194e+19,"Conclusão-Remessa","2019-10-08",0,0
"66597",1.0300772820194e+19,"Expedição de documento","2019-10-16",47,1
"66603",1.0308645720194e+19,"Conclusão-Remessa","2019-10-09",0,0
"66605",1.0308645720194e+19,"Conclusão-Petição","2019-10-11",1,0
"66609",1.0308645720194e+19,"Petição","2019-10-23",40,1
"66611",1.0310629420194e+19,"Recebimento","2019-10-10",53,1
"66616",1.0311027620194e+19,"Conclusão","2019-10-25",38,1
"66621",1.0311304420194e+19,"Conclusão-Remessa","2019-10-10",0,0
"66623",1.0311304420194e+19,"Expedição de documento","2019-10-16",47,1
