"","Nº Processo","Apelido","Classificação","Status","Classe do Processo","Data Inicial","Recebimento, triagem e conclusão do processo","Despacho para notificação do Requerido","Expedição de notificação","Cumprimento da notificação","Oferecimento de manifestação por escrito","Decisão rejeição da ação ou recebimento pet. inicial","Expedição de intimação e/ou citação","Cumprimento da intimação e/ou citação","Contestação e/ou agravo de instrumento","Ato ordinatório (Réplica)","Expedição de intimação","Cumprimento da intimação","Réplica","Ato ordinatório (Provas)","Expedição de intimação (Requerente)","Cumprimento  da intimação","Provas","Expedição de intimação (Requerido)","Cumprimento da intimação","Provas","Decisão saneamento","Expedição de intimação (Requerente)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Expedição de intimação (Requerido)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Prova pericial","Prova oral (audiência de instrução e julgamento)","Ato ordinário (Alegações finais)","Expedição de intimação (Requerente)","Cumprimento da intimação","Alegações finais","Expedição de intimação (Requerido)","Cumprimento da intimação","Alegações finais","Recebimento e conclusão do processo","Sentença"
"796","794XXX","Apelido672","Aberto","Atrasado","Ação Civil Coletiva","2018-04-18",2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"797","795XXX","Apelido673","Aberto","Atrasado","Ação Civil Coletiva","2017-08-24",3,1,3,6,11,32,2,6,11,2,1,7,14,3,2,5,10,3,6,10,13,4,7,9,2,5,2,89,62,2,1,8,11,3,5,20,4,42
"798","796XXX","Apelido674","Aberto","Atrasado","Ação Civil Coletiva","2018-02-26",3,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"799","797XXX","Apelido675","Aberto","Atrasado","Ação Civil Coletiva","2018-09-19",4,1,3,7,17,36,3,6,19,1,1,3,10,5,1,8,5,2,2,7,14,2,3,4,1,3,3,91,59,5,2,7,18,1,8,16,2,44
"800","798XXX","Apelido676","Aberto","Atrasado","Ação Civil Coletiva","2019-07-23",5,3,4,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"801","799XXX","Apelido677","Aberto","Atrasado","Ação Civil Coletiva","2019-11-22",3,2,4,2,18,37,1,3,10,2,2,8,13,3,2,10,8,2,10,2,15,1,5,2,1,10,10,89,56,1,1,2,17,1,7,11,1,33
"802","800XXX","Apelido678","Aberto","Atrasado","Ação Civil Coletiva","2019-06-14",3,5,1,6,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"803","801XXX","Apelido679","Aberto","Atrasado","Ação Civil Coletiva","2019-10-30",3,4,1,6,14,30,2,4,13,1,2,3,15,3,5,10,8,4,4,7,16,5,4,3,1,4,8,86,62,1,2,2,19,2,5,10,4,45
"804","802XXX","Apelido680","Aberto","Atrasado","Ação Civil Coletiva","2017-10-05",2,2,2,5,12,40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"805","803XXX","Apelido681","Aberto","Atrasado","Ação Civil Coletiva","2019-02-13",3,5,1,5,18,35,3,6,19,2,2,7,17,2,1,9,3,5,7,9,11,5,10,8,1,10,8,99,70,1,1,5,14,2,9,11,1,33
"806","804XXX","Apelido682","Aberto","Atrasado","Ação Civil Coletiva","2019-08-20",2,1,5,3,20,40,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"807","805XXX","Apelido683","Aberto","Atrasado","Ação Civil Coletiva","2018-05-09",1,3,1,1,20,37,4,2,12,5,5,6,15,3,3,10,3,4,5,5,14,4,6,7,4,9,5,102,51,1,5,2,16,1,10,18,1,44
"808","806XXX","Apelido684","Aberto","Atrasado","Ação Civil Coletiva","2019-06-07",1,1,2,5,13,26,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"809","807XXX","Apelido685","Aberto","Atrasado","Ação Civil Coletiva","2017-09-22",4,1,1,5,14,31,2,2,15,1,3,7,11,4,1,2,4,1,8,7,16,2,10,5,2,7,8,101,53,5,1,3,10,1,2,18,5,35
"810","808XXX","Apelido686","Aberto","Atrasado","Ação Civil Coletiva","2017-03-14",2,2,5,1,20,36,5,3,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"811","809XXX","Apelido687","Aberto","Atrasado","Ação Civil Coletiva","2018-09-01",1,4,1,1,18,34,1,7,13,3,1,8,16,1,5,4,8,5,10,8,17,3,4,6,5,5,7,103,65,5,2,10,11,1,9,12,5,45
"812","810XXX","Apelido688","Aberto","Atrasado","Ação Civil Coletiva","2018-12-01",3,5,4,3,14,38,4,4,17,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813","811XXX","Apelido689","Aberto","Atrasado","Ação Civil Coletiva","2019-08-01",0,1,1,7,11,25,1,5,13,1,3,8,17,1,1,5,5,1,7,10,13,5,8,3,4,4,10,103,61,2,5,9,13,1,6,19,5,41
"814","812XXX","Apelido690","Aberto","Atrasado","Ação Civil Coletiva","2018-08-21",4,2,5,5,10,31,5,6,14,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815","813XXX","Apelido691","Aberto","Atrasado","Ação Civil Coletiva","2017-01-03",3,1,4,1,10,31,1,5,19,1,1,3,17,1,1,7,9,1,10,9,18,1,9,2,5,9,6,88,58,1,2,9,12,3,7,11,3,36
"816","814XXX","Apelido692","Aberto","Atrasado","Ação Civil Coletiva","2019-03-03",4,4,1,3,17,30,4,5,15,4,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"817","815XXX","Apelido693","Aberto","Atrasado","Ação Civil Coletiva","2018-10-23",1,3,3,7,16,35,5,4,15,4,4,2,12,5,1,6,7,1,6,3,9,3,10,2,2,2,5,105,70,5,1,9,19,1,3,11,2,38
"818","816XXX","Apelido694","Aberto","Atrasado","Ação Civil Coletiva","2017-01-14",3,4,4,4,16,32,4,4,14,4,1,7,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819","817XXX","Apelido695","Aberto","Atrasado","Ação Civil Coletiva","2019-03-13",5,1,3,7,17,38,1,7,10,3,2,10,17,1,3,10,2,5,7,9,18,4,9,10,1,10,6,92,51,1,1,6,19,5,6,10,4,48
"820","818XXX","Apelido696","Aberto","Atrasado","Ação Civil Coletiva","2018-09-29",3,4,5,5,17,34,1,5,12,5,4,5,13,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821","819XXX","Apelido697","Aberto","Atrasado","Ação Civil Coletiva","2019-10-28",5,3,1,4,18,28,4,5,10,5,4,2,14,2,1,7,8,5,9,6,13,1,10,8,3,3,8,99,64,3,1,5,10,1,7,15,1,43
"822","820XXX","Apelido698","Aberto","Atrasado","Ação Civil Coletiva","2018-04-15",0,3,1,6,20,26,5,3,20,3,1,4,14,5,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"823","821XXX","Apelido699","Aberto","Atrasado","Ação Civil Coletiva","2018-12-16",4,1,3,4,14,27,1,5,13,4,1,9,20,3,1,2,6,1,8,8,17,1,3,4,4,3,4,103,52,4,1,3,10,1,6,13,1,44
"824","822XXX","Apelido700","Aberto","Atrasado","Ação Civil Coletiva","2019-03-03",0,5,1,2,19,39,1,1,11,5,3,4,17,5,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"825","823XXX","Apelido701","Aberto","Atrasado","Ação Civil Coletiva","2018-01-02",5,3,1,7,12,31,1,7,15,2,1,7,19,3,3,4,2,2,5,9,18,1,4,5,3,5,2,101,70,3,2,2,14,4,6,20,2,45
"826","824XXX","Apelido702","Aberto","Atrasado","Ação Civil Coletiva","2017-07-07",0,1,2,4,10,38,1,6,17,1,1,7,14,1,3,4,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827","825XXX","Apelido703","Aberto","Atrasado","Ação Civil Coletiva","2018-01-03",4,1,1,5,12,31,1,4,14,1,1,6,10,4,1,3,7,1,2,10,11,5,2,5,4,5,10,103,56,4,4,2,13,1,4,12,2,38
"828","826XXX","Apelido704","Aberto","Atrasado","Ação Civil Coletiva","2019-07-07",3,4,2,4,12,39,3,2,15,3,3,3,20,1,1,5,10,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829","827XXX","Apelido705","Aberto","Atrasado","Ação Civil Coletiva","2019-06-10",3,1,4,7,19,35,1,5,11,5,3,7,19,3,4,9,8,5,8,3,14,3,8,7,2,4,10,85,54,2,2,10,10,2,10,20,2,36
"830","828XXX","Apelido706","Aberto","Atrasado","Ação Civil Coletiva","2018-01-26",3,4,5,7,17,26,4,2,13,4,3,5,10,3,2,9,5,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"831","829XXX","Apelido707","Aberto","Atrasado","Ação Civil Coletiva","2017-07-23",5,1,2,4,19,29,2,6,18,1,5,7,10,4,5,2,9,3,2,9,15,2,5,7,2,3,7,86,58,2,1,4,11,1,7,17,1,50
"832","830XXX","Apelido708","Aberto","Atrasado","Ação Civil Coletiva","2017-05-15",4,2,1,4,15,23,1,5,19,5,4,7,17,1,4,4,3,2,4,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833","831XXX","Apelido709","Aberto","Atrasado","Ação Civil Coletiva","2018-03-19",4,1,1,3,13,28,1,4,19,5,1,4,19,1,2,7,4,5,9,9,16,2,5,10,1,2,5,95,55,4,1,7,10,5,2,15,3,38
"834","832XXX","Apelido710","Aberto","Atrasado","Ação Civil Coletiva","2017-12-12",2,3,2,2,14,33,2,1,12,1,5,6,19,5,4,3,3,2,3,2,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835","833XXX","Apelido711","Aberto","Atrasado","Ação Civil Coletiva","2017-12-05",5,1,3,6,13,22,1,2,18,2,1,2,12,1,1,3,7,3,5,10,8,2,5,5,2,4,3,101,69,4,2,8,17,2,8,14,5,50
"836","834XXX","Apelido712","Aberto","Atrasado","Ação Civil Coletiva","2018-05-03",3,4,2,4,15,39,2,3,11,2,3,10,11,5,4,3,4,1,3,4,13,1,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"837","835XXX","Apelido713","Aberto","Atrasado","Ação Civil Coletiva","2019-04-24",3,5,1,3,18,40,1,5,13,1,4,6,20,3,5,7,10,1,3,4,17,1,5,4,5,8,4,87,55,4,5,7,10,3,10,10,3,38
"838","836XXX","Apelido714","Aberto","Atrasado","Ação Civil Coletiva","2019-07-31",3,3,1,3,10,31,2,1,15,2,4,2,12,2,4,2,9,3,8,5,12,4,7,10,2,15,0,0,0,0,0,0,0,0,0,0,0,0
"839","837XXX","Apelido715","Aberto","Atrasado","Ação Civil Coletiva","2018-11-20",3,3,5,5,15,29,4,5,15,3,4,6,12,1,1,5,9,5,7,2,14,1,3,3,5,8,9,85,50,4,4,10,20,3,3,10,5,42
"840","838XXX","Apelido716","Aberto","Atrasado","Ação Civil Coletiva","2018-11-23",0,2,1,6,11,39,1,3,16,1,5,6,15,5,5,10,8,2,8,5,9,3,10,6,4,4,10,100,0,0,0,0,0,0,0,0,0,0
"841","839XXX","Apelido717","Aberto","Atrasado","Ação Civil Coletiva","2019-06-10",1,3,5,3,14,28,1,3,16,2,4,4,19,2,3,3,6,1,5,10,15,3,4,7,3,2,6,93,55,5,3,10,10,2,10,11,1,50
"842","840XXX","Apelido718","Aberto","Atrasado","Ação Civil Coletiva","2017-04-30",4,5,4,3,18,26,5,1,18,4,1,7,17,3,3,5,2,4,7,4,9,5,4,9,3,7,9,86,63,0,0,0,0,0,0,0,0,0
"843","841XXX","Apelido719","Aberto","Atrasado","Ação Civil Coletiva","2018-10-04",3,3,2,1,20,36,5,3,15,1,3,8,14,3,1,5,4,4,3,5,17,3,8,8,1,9,9,89,62,2,5,6,18,1,5,12,5,51
"844","842XXX","Apelido720","Aberto","Atrasado","Ação Civil Coletiva","2018-07-03",5,2,1,1,15,35,1,1,14,2,2,10,12,5,5,7,3,1,4,2,17,5,3,4,4,3,10,105,53,13,0,0,0,0,0,0,0,0
"845","843XXX","Apelido721","Aberto","Atrasado","Ação Civil Coletiva","2017-04-04",5,4,4,1,15,37,4,5,17,1,5,6,18,1,1,5,6,2,6,2,11,3,4,8,2,2,9,92,66,2,1,4,19,2,2,12,1,47
"846","844XXX","Apelido722","Aberto","Atrasado","Ação Civil Coletiva","2017-09-16",2,3,3,4,12,29,1,6,17,5,4,5,18,5,5,9,4,1,5,7,17,1,10,4,4,5,10,96,50,1,15,0,0,0,0,0,0,0
"847","845XXX","Apelido723","Aberto","Atrasado","Ação Civil Coletiva","2018-02-01",4,2,3,3,16,32,1,6,11,1,4,8,19,1,1,6,5,5,10,10,9,1,5,8,1,8,3,104,70,1,1,7,19,2,7,10,4,40
"848","846XXX","Apelido724","Aberto","Atrasado","Ação Civil Coletiva","2019-04-27",4,1,5,7,10,38,4,3,15,3,1,3,16,5,1,2,2,3,3,10,15,3,9,4,5,6,5,86,56,1,1,17,0,0,0,0,0,0
"849","847XXX","Apelido725","Aberto","Atrasado","Ação Civil Coletiva","2017-01-13",4,2,1,4,16,35,4,1,19,1,1,5,10,4,4,6,6,5,5,5,10,3,9,4,1,3,2,102,55,2,1,9,19,4,6,13,3,36
"850","848XXX","Apelido726","Aberto","Atrasado","Ação Civil Coletiva","2018-05-15",3,4,1,4,15,35,2,6,15,2,1,3,11,5,4,10,5,3,9,2,16,2,10,4,1,2,3,95,56,4,2,7,24,0,0,0,0,0
"851","849XXX","Apelido727","Aberto","Atrasado","Ação Civil Coletiva","2019-09-12",5,2,1,5,17,29,4,7,10,4,4,2,12,5,4,5,9,1,4,4,17,5,3,9,5,9,7,91,55,1,4,10,12,1,4,19,2,47
"852","850XXX","Apelido728","Aberto","Atrasado","Ação Civil Coletiva","2018-12-25",0,1,2,5,18,34,1,1,19,1,3,8,12,1,4,3,10,1,10,5,9,5,4,7,2,8,7,92,50,1,1,5,13,14,0,0,0,0
"853","851XXX","Apelido729","Aberto","Atrasado","Ação Civil Coletiva","2018-10-29",4,4,5,5,17,32,2,7,16,3,5,7,17,2,1,8,9,2,3,3,8,1,10,10,1,9,6,85,64,2,3,3,17,1,7,15,1,33
"854","852XXX","Apelido730","Aberto","Atrasado","Ação Civil Coletiva","2019-02-27",0,1,2,3,15,29,2,6,20,1,1,7,15,1,1,7,2,3,7,5,18,4,10,5,2,3,4,89,69,4,3,9,12,1,21,0,0,0
"855","853XXX","Apelido731","Aberto","Atrasado","Ação Civil Coletiva","2018-09-13",1,1,1,4,12,24,3,4,18,5,5,8,13,2,1,10,2,5,4,3,15,1,7,7,1,5,9,87,56,1,2,5,11,1,6,10,2,33
"856","854XXX","Apelido732","Aberto","Atrasado","Ação Civil Coletiva","2018-02-07",5,1,2,1,19,26,2,3,15,2,5,8,15,3,4,3,4,3,3,7,12,5,10,5,1,10,2,94,69,2,4,8,17,1,10,29,0,0
"857","855XXX","Apelido733","Aberto","Atrasado","Ação Civil Coletiva","2017-10-07",0,1,4,3,20,27,1,7,14,1,2,2,13,1,3,2,4,2,3,5,18,2,10,10,1,8,9,100,64,1,4,8,14,2,10,17,4,43
"858","856XXX","Apelido734","Aberto","Alerta","Ação Civil Coletiva","2017-03-29",4,3,5,3,12,25,3,3,15,4,3,8,14,4,3,8,8,1,10,5,8,1,8,7,1,7,9,102,64,5,4,7,20,4,3,18,13,0
"859","857XXX","Apelido735","Aberto","Atrasado","Ação Civil Coletiva","2019-07-09",3,1,1,5,19,31,3,5,12,4,5,9,17,1,1,10,10,1,3,3,18,5,2,8,1,4,2,93,69,3,5,3,18,1,6,12,4,48
"860","858XXX","Apelido736","Aberto","Atrasado","Ação Civil Coletiva","2017-06-11",5,4,2,6,18,25,3,5,13,2,2,6,18,3,1,8,5,1,3,3,9,1,2,6,1,9,2,99,61,1,5,10,18,4,2,20,4,47
"861","859XXX","Apelido737","Aberto","Atrasado","Ação Civil Coletiva","2017-02-20",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"862","860XXX","Apelido738","Aberto","Atrasado","Ação Civil Coletiva","2018-03-01",5,5,5,4,10,33,1,5,15,5,3,7,12,3,1,9,3,5,6,5,15,3,5,2,5,3,5,87,57,5,5,7,11,1,2,14,2,44
"863","861XXX","Apelido739","Aberto","Atrasado","Ação Civil Coletiva","2017-11-17",1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"864","862XXX","Apelido740","Aberto","Atrasado","Ação Civil Coletiva","2019-06-08",2,1,1,3,12,34,5,5,20,5,5,10,10,1,2,6,2,1,5,7,10,2,10,7,5,5,2,94,60,4,2,8,20,1,5,13,4,42
"865","863XXX","Apelido741","Aberto","Atrasado","Ação Civil Coletiva","2017-12-25",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"866","864XXX","Apelido742","Aberto","Atrasado","Ação Civil Coletiva","2018-04-19",0,5,2,7,17,27,1,1,10,3,1,3,10,5,3,10,8,3,6,2,9,1,9,3,5,8,3,90,59,3,1,6,19,2,2,19,3,37
"867","865XXX","Apelido743","Aberto","Atrasado","Ação Civil Coletiva","2017-05-08",5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"868","866XXX","Apelido744","Aberto","Atrasado","Ação Civil Coletiva","2018-07-11",0,4,3,2,20,22,3,2,10,2,4,2,11,5,1,7,3,4,5,5,9,2,9,2,2,4,6,98,54,1,2,6,17,3,5,18,1,42
"869","867XXX","Apelido745","Aberto","Atrasado","Ação Civil Coletiva","2017-01-24",2,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"870","868XXX","Apelido746","Aberto","Atrasado","Ação Civil Coletiva","2019-10-01",1,1,2,2,17,36,2,6,15,1,5,2,13,1,1,5,6,1,9,4,12,3,6,7,4,9,7,92,66,5,5,3,14,2,5,20,1,46
"871","869XXX","Apelido747","Aberto","Atrasado","Ação Civil Coletiva","2017-02-12",2,5,5,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"872","870XXX","Apelido748","Aberto","Atrasado","Ação Civil Coletiva","2018-02-21",3,1,5,3,11,26,5,4,16,1,5,2,18,5,1,8,10,1,2,4,14,1,5,9,1,8,4,98,53,1,4,7,13,1,6,11,2,42
"873","871XXX","Apelido749","Aberto","Atrasado","Ação Civil Coletiva","2019-10-06",3,5,3,1,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"874","872XXX","Apelido750","Aberto","Atrasado","Ação Civil Coletiva","2019-07-22",1,4,5,3,11,22,3,5,14,2,5,10,11,1,5,9,3,3,5,4,11,3,9,2,5,4,4,103,52,1,3,4,13,4,4,14,4,38
"875","873XXX","Apelido751","Aberto","Atrasado","Ação Civil Coletiva","2017-07-27",2,2,1,4,15,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"876","874XXX","Apelido752","Aberto","Atrasado","Ação Civil Coletiva","2017-09-24",5,3,1,3,20,37,3,2,12,5,2,2,15,4,5,7,8,2,7,8,11,1,3,3,1,2,8,90,54,2,4,2,11,5,2,10,4,44
"877","875XXX","Apelido753","Aberto","Atrasado","Ação Civil Coletiva","2018-01-14",1,5,4,2,10,39,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"878","876XXX","Apelido754","Aberto","Atrasado","Ação Civil Coletiva","2018-11-01",0,3,1,4,14,36,1,7,11,1,5,3,15,1,1,9,3,1,4,8,14,2,7,8,1,2,9,91,53,4,3,3,13,3,7,11,2,34
"879","877XXX","Apelido755","Aberto","Atrasado","Ação Civil Coletiva","2017-08-01",0,3,2,1,20,39,3,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"880","878XXX","Apelido756","Aberto","Atrasado","Ação Civil Coletiva","2017-03-01",2,5,5,5,14,26,1,6,16,4,3,4,17,5,3,8,10,1,3,5,15,5,10,9,2,2,2,90,60,1,4,7,10,2,8,18,3,45
"881","879XXX","Apelido757","Aberto","Atrasado","Ação Civil Coletiva","2017-04-21",0,1,5,5,15,30,2,5,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882","880XXX","Apelido758","Aberto","Atrasado","Ação Civil Coletiva","2019-09-08",5,2,4,4,10,30,2,1,19,1,5,10,12,4,1,7,2,4,7,3,12,1,9,6,4,6,2,101,56,1,3,3,18,4,9,18,1,44
"883","881XXX","Apelido759","Aberto","Atrasado","Ação Civil Coletiva","2017-09-16",5,1,5,6,20,24,1,6,11,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"884","882XXX","Apelido760","Aberto","Atrasado","Ação Civil Coletiva","2018-05-09",2,1,1,5,15,36,1,5,13,3,3,5,11,1,3,8,2,4,3,9,16,3,10,9,1,3,7,95,69,5,3,8,19,4,7,11,5,37
"885","883XXX","Apelido761","Aberto","Atrasado","Ação Civil Coletiva","2017-06-30",5,2,4,5,18,31,1,4,13,3,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886","884XXX","Apelido762","Aberto","Atrasado","Ação Civil Coletiva","2018-04-26",3,4,3,2,15,22,1,2,16,1,1,6,10,1,3,2,7,4,5,5,8,2,5,7,5,4,5,98,55,4,3,10,18,4,3,19,5,36
"887","885XXX","Apelido763","Aberto","Atrasado","Ação Civil Coletiva","2019-09-25",1,2,1,5,13,39,5,3,11,1,5,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"888","886XXX","Apelido764","Aberto","Atrasado","Ação Civil Coletiva","2017-04-01",4,1,3,3,18,39,1,7,13,1,1,2,16,5,2,10,7,4,5,7,16,2,3,9,2,4,10,92,52,1,5,3,16,3,4,16,5,50
"889","887XXX","Apelido765","Aberto","Atrasado","Ação Civil Coletiva","2019-05-09",2,5,5,5,13,29,5,1,14,2,2,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890","888XXX","Apelido766","Aberto","Atrasado","Ação Civil Coletiva","2019-09-26",4,4,1,7,14,25,2,6,12,1,4,5,20,1,1,9,3,4,6,3,15,1,5,2,1,2,2,86,67,3,4,10,19,1,10,10,2,36
"891","889XXX","Apelido767","Aberto","Atrasado","Ação Civil Coletiva","2017-06-20",5,1,3,6,17,34,1,6,17,3,3,5,14,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892","890XXX","Apelido768","Aberto","Atrasado","Ação Civil Coletiva","2019-06-03",3,1,1,6,18,38,5,2,18,5,1,3,13,5,4,2,6,3,7,5,17,4,6,5,4,4,5,95,53,4,1,5,18,5,5,11,1,51
"893","891XXX","Apelido769","Aberto","Atrasado","Ação Civil Coletiva","2018-06-11",0,1,1,2,13,25,1,7,16,3,4,8,10,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894","892XXX","Apelido770","Aberto","Atrasado","Ação Civil Coletiva","2017-05-11",2,2,1,5,14,32,1,6,10,2,5,3,17,4,3,7,4,5,4,8,15,3,3,10,1,9,9,88,57,4,2,8,18,3,5,13,3,36
"895","893XXX","Apelido771","Aberto","Atrasado","Ação Civil Coletiva","2018-08-28",4,1,5,2,17,37,3,5,14,1,1,10,20,1,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"896","894XXX","Apelido772","Aberto","Atrasado","Ação Civil Coletiva","2017-04-07",3,1,5,2,18,39,5,4,14,2,2,8,11,1,5,3,9,4,8,8,9,3,3,6,3,5,3,97,62,3,5,7,10,1,5,20,1,34
"897","895XXX","Apelido773","Aberto","Atrasado","Ação Civil Coletiva","2017-04-05",4,5,1,1,11,40,3,6,14,2,3,2,18,2,2,10,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"898","896XXX","Apelido774","Aberto","Atrasado","Ação Civil Coletiva","2017-10-30",2,1,3,3,14,26,2,2,14,1,3,9,14,2,1,5,2,5,5,6,14,1,9,6,2,10,2,94,52,3,1,10,17,5,2,18,2,38
"899","897XXX","Apelido775","Aberto","Atrasado","Ação Civil Coletiva","2018-02-02",1,2,4,6,15,24,4,5,11,2,3,5,20,2,1,6,2,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900","898XXX","Apelido776","Aberto","Atrasado","Ação Civil Coletiva","2019-12-29",1,5,2,4,11,29,3,7,16,3,5,4,13,5,4,6,4,3,4,10,15,1,6,9,2,5,6,103,50,1,2,9,16,5,7,11,1,39
"901","899XXX","Apelido777","Aberto","Atrasado","Ação Civil Coletiva","2019-02-27",0,3,2,7,20,28,2,6,17,3,4,4,20,1,2,3,4,4,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"902","900XXX","Apelido778","Aberto","Atrasado","Ação Civil Coletiva","2018-10-29",0,4,5,1,13,39,3,7,18,1,1,8,17,3,1,3,3,2,7,9,17,1,2,8,1,6,7,92,66,1,3,5,11,1,8,10,1,41
"903","901XXX","Apelido779","Aberto","Atrasado","Ação Civil Coletiva","2019-12-16",3,2,1,2,16,24,2,6,16,1,4,9,10,1,1,6,7,2,3,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"904","902XXX","Apelido780","Aberto","Atrasado","Ação Civil Coletiva","2017-03-16",1,4,3,6,10,40,5,7,15,2,4,2,14,1,3,6,4,1,2,2,14,1,9,5,5,3,6,87,54,3,4,10,19,2,10,12,4,36
"905","903XXX","Apelido781","Aberto","Atrasado","Ação Civil Coletiva","2019-07-17",4,1,5,7,13,34,3,2,14,2,3,6,12,1,1,7,7,3,5,2,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"906","904XXX","Apelido782","Aberto","Atrasado","Ação Civil Coletiva","2017-03-05",4,4,3,3,11,27,5,4,11,3,5,9,12,1,2,3,9,4,3,2,14,4,10,9,3,6,10,102,54,5,1,2,19,1,7,18,3,43
"907","905XXX","Apelido783","Aberto","Atrasado","Ação Civil Coletiva","2019-07-03",4,3,4,7,11,32,1,6,12,4,3,10,17,5,2,3,4,4,8,2,17,3,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
