"","Nº Processo","Apelido","Classificação","Status","Classe do Processo","Data Inicial","Recebimento, triagem e conclusão do processo","Despacho para notificação do Requerido","Expedição de notificação","Cumprimento da notificação","Oferecimento de manifestação por escrito","Decisão rejeição da ação ou recebimento pet. inicial","Expedição de intimação e/ou citação","Cumprimento da intimação e/ou citação","Contestação e/ou agravo de instrumento","Ato ordinatório (Réplica)","Expedição de intimação","Cumprimento da intimação","Réplica","Ato ordinatório (Provas)","Expedição de intimação (Requerente)","Cumprimento  da intimação","Provas","Expedição de intimação (Requerido)","Cumprimento da intimação","Provas","Decisão saneamento","Expedição de intimação (Requerente)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Expedição de intimação (Requerido)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Prova pericial","Prova oral (audiência de instrução e julgamento)","Ato ordinário (Alegações finais)","Expedição de intimação (Requerente)","Cumprimento da intimação","Alegações finais","Expedição de intimação (Requerido)","Cumprimento da intimação","Alegações finais","Recebimento e conclusão do processo","Sentença"
"802","924XXX","Apelido802","Aberto","Ok","Ação Civil Coletiva","2019-04-01",4,2,1,7,12,33,3,2,19,1,0,3,17,5,3,3,3,3,3,7,11,1,8,8,5,8,4,100,66,5,4,7,20,4,8,16,5,35
"803","925XXX","Apelido803","Aberto","Ok","Ação Civil Coletiva","2018-03-04",4,5,5,1,17,25,1,7,14,1,4,7,15,3,0,7,10,0,3,6,8,5,7,3,5,4,10,88,50,4,5,3,15,0,0,0,0,0
"804","926XXX","Apelido804","Aberto","Ok","Ação Civil Coletiva","2019-10-31",5,0,2,7,12,36,5,4,17,4,1,10,16,1,1,5,9,3,8,8,11,1,3,3,1,10,9,105,57,2,5,8,20,5,3,16,0,27
"805","927XXX","Apelido805","Aberto","Ok","Ação Civil Coletiva","2017-08-27",2,4,4,7,12,37,4,1,20,2,3,9,19,1,1,6,5,4,7,6,13,0,4,3,1,3,7,104,64,1,1,5,12,2,8,0,0,0
"806","928XXX","Apelido806","Aberto","Ok","Ação Civil Coletiva","2019-04-13",2,5,2,2,16,40,1,3,19,3,5,4,20,5,4,6,4,0,4,7,18,4,10,5,1,9,5,105,51,1,4,6,10,4,3,11,3,29
"807","929XXX","Apelido807","Aberto","Ok","Ação Civil Coletiva","2017-08-21",1,1,2,1,20,24,4,5,13,3,0,8,13,0,5,7,7,3,4,10,12,4,9,8,0,2,8,104,62,3,4,9,10,0,2,17,0,0
"808","930XXX","Apelido808","Aberto","Ok","Ação Civil Coletiva","2017-07-23",3,0,4,5,19,37,0,7,16,5,4,2,20,5,0,4,6,4,4,6,11,5,4,10,4,2,4,95,69,1,0,6,16,0,4,17,3,38
"809","931XXX","Apelido809","Aberto","Ok","Ação Civil Coletiva","2019-08-15",3,2,5,2,17,22,4,4,12,0,4,6,12,3,4,2,10,4,10,2,9,3,7,2,5,5,4,99,59,0,5,9,20,5,7,17,1,0
"810","932XXX","Apelido810","Aberto","Ok","Ação Civil Coletiva","2017-07-06",5,4,0,1,11,37,3,4,16,0,0,6,19,4,4,5,4,3,10,7,8,2,3,9,5,4,4,100,59,2,3,6,16,3,6,14,4,34
"811","933XXX","Apelido811","Aberto","Ok","Ação Civil Coletiva","2018-01-28",4,0,5,3,19,37,3,1,11,2,5,2,11,1,2,6,7,5,3,10,10,0,5,5,4,5,7,86,58,2,2,4,18,5,5,10,0,34
"812","934XXX","Apelido812","Aberto","Ok","Ação Civil Coletiva","2017-09-08",4,2,2,2,18,39,0,5,11,0,5,3,10,5,2,2,9,2,7,3,8,3,5,5,1,4,3,90,67,1,2,10,10,1,10,20,4,26
"813","935XXX","Apelido813","Aberto","Ok","Ação Civil Coletiva","2019-03-15",3,2,4,4,13,36,1,4,18,3,0,8,11,2,3,3,4,2,5,6,16,2,6,3,1,7,2,95,70,1,0,3,19,5,5,11,1,38
"814","936XXX","Apelido814","Aberto","Ok","Ação Civil Coletiva","2018-03-21",2,1,0,5,16,38,2,2,19,1,4,6,15,2,0,8,2,1,7,9,16,4,10,9,1,9,2,101,52,4,2,4,17,1,9,16,4,25
"815","937XXX","Apelido815","Aberto","Ok","Ação Civil Coletiva","2018-10-29",1,5,0,7,15,34,4,2,14,0,4,6,11,3,3,2,2,0,8,5,13,0,4,5,4,2,6,102,70,2,0,4,14,3,7,16,4,27
"816","938XXX","Apelido816","Aberto","Ok","Ação Civil Coletiva","2017-03-06",1,3,0,2,18,39,4,3,19,3,2,7,13,3,0,8,8,1,2,2,14,1,5,2,2,10,6,87,66,5,2,10,20,2,8,12,2,31
"817","939XXX","Apelido817","Aberto","Ok","Ação Civil Coletiva","2017-01-02",2,1,3,3,17,36,1,4,17,0,4,3,18,0,5,10,8,4,6,8,15,2,9,7,0,6,2,87,55,1,1,7,17,3,5,19,0,27
"818","940XXX","Apelido818","Aberto","Ok","Ação Civil Coletiva","2019-03-11",4,1,1,7,18,38,0,1,15,0,3,3,20,3,0,6,3,2,4,8,11,4,7,4,5,4,7,91,53,4,0,5,14,4,5,16,1,24
"819","941XXX","Apelido819","Aberto","Ok","Ação Civil Coletiva","2018-04-14",5,1,0,6,10,33,4,1,19,3,0,7,18,1,1,10,8,2,10,9,16,1,7,3,4,10,8,97,64,3,2,4,18,5,10,19,4,29
"820","942XXX","Apelido820","Aberto","Ok","Ação Civil Coletiva","2018-03-31",2,4,3,2,15,30,1,4,10,5,2,10,15,2,1,5,6,4,8,10,18,2,5,6,1,6,6,90,53,0,0,5,11,2,5,11,2,32
"821","943XXX","Apelido821","Aberto","Ok","Ação Civil Coletiva","2017-12-16",2,4,0,4,18,40,1,5,19,5,0,8,13,4,0,10,9,0,9,7,14,1,2,8,3,8,2,92,60,1,2,8,20,1,3,19,3,38
"822","944XXX","Apelido822","Aberto","Ok","Ação Civil Coletiva","2018-09-22",3,3,1,1,18,33,1,7,20,2,2,7,19,3,2,5,4,2,4,4,11,5,2,3,5,5,6,103,61,2,4,7,19,0,9,13,0,32
"823","945XXX","Apelido823","Aberto","Ok","Ação Civil Coletiva","2019-09-20",1,1,0,6,12,35,2,1,14,5,5,2,12,0,0,10,4,4,7,2,14,1,9,9,0,9,4,103,52,5,0,7,19,0,9,16,4,23
"824","946XXX","Apelido824","Aberto","Ok","Ação Civil Coletiva","2018-07-04",4,1,5,4,13,29,2,7,14,0,0,5,20,3,3,4,5,5,3,7,11,5,10,10,5,7,8,93,58,2,0,9,20,1,9,14,2,34
"825","947XXX","Apelido825","Aberto","Ok","Ação Civil Coletiva","2017-05-07",5,5,4,5,12,39,4,7,13,3,0,10,18,4,4,6,10,0,6,6,18,1,2,6,1,5,6,86,61,5,1,2,11,3,6,15,3,25
"826","948XXX","Apelido826","Aberto","Ok","Ação Civil Coletiva","2017-09-15",1,2,5,7,16,23,3,1,16,0,2,5,13,0,1,5,3,2,8,2,14,5,4,3,4,7,6,90,60,0,2,10,11,4,3,20,0,30
"827","949XXX","Apelido827","Aberto","Ok","Ação Civil Coletiva","2017-08-07",0,3,4,3,13,22,2,1,11,2,0,10,20,5,1,6,9,1,6,3,14,5,7,2,3,6,4,94,57,3,0,8,10,0,9,18,2,35
"828","950XXX","Apelido828","Aberto","Ok","Ação Civil Coletiva","2017-12-18",2,3,1,1,18,40,5,2,13,3,5,9,17,5,1,3,4,4,3,4,8,2,3,9,3,2,3,98,58,1,0,10,19,4,7,16,3,37
"829","951XXX","Apelido829","Aberto","Ok","Ação Civil Coletiva","2018-10-17",0,4,0,5,15,40,3,1,10,2,5,5,15,2,1,8,10,4,4,3,18,1,8,4,0,4,9,86,65,2,3,2,19,3,10,20,5,36
"830","952XXX","Apelido830","Aberto","Ok","Ação Civil Coletiva","2017-06-15",4,1,1,7,16,37,1,6,12,3,2,6,17,0,1,5,8,3,9,5,16,1,10,9,1,3,3,98,59,5,4,2,11,1,2,18,5,30
"831","953XXX","Apelido831","Aberto","Ok","Ação Civil Coletiva","2019-06-22",2,0,0,7,16,36,5,1,15,4,3,6,17,2,4,8,7,3,6,5,16,5,8,4,5,6,9,101,70,0,0,7,12,2,3,20,2,25
"832","954XXX","Apelido832","Aberto","Ok","Ação Civil Coletiva","2018-11-26",0,4,3,1,11,34,2,6,17,4,3,2,14,0,5,2,5,4,9,3,14,2,8,3,5,7,7,101,55,1,5,10,14,2,6,17,3,31
"833","955XXX","Apelido833","Encerrado","Ok","Ação Civil Coletiva","2019-12-04",4,0,0,6,13,37,2,4,16,3,5,3,12,4,3,3,9,5,5,2,18,0,9,3,4,5,8,91,64,5,2,3,20,4,7,15,4,26
"834","956XXX","Apelido834","Encerrado","Ok","Ação Civil Coletiva","2018-02-06",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835","957XXX","Apelido835","Encerrado","Ok","Ação Civil Coletiva","2017-07-13",1,0,5,6,13,24,4,2,15,1,4,8,18,0,3,6,7,5,2,10,17,4,3,8,5,10,6,92,69,0,3,5,11,1,5,14,5,25
"836","958XXX","Apelido836","Encerrado","Ok","Ação Civil Coletiva","2018-01-05",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"837","959XXX","Apelido837","Encerrado","Ok","Ação Civil Coletiva","2018-11-12",3,2,5,3,18,34,2,2,20,4,4,3,10,4,4,8,10,0,6,2,8,5,2,8,2,9,3,92,56,0,3,2,15,4,6,10,5,39
"838","960XXX","Apelido838","Encerrado","Ok","Ação Civil Coletiva","2018-10-08",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"839","961XXX","Apelido839","Encerrado","Ok","Ação Civil Coletiva","2019-03-14",4,4,2,6,18,24,5,5,16,0,5,6,10,3,3,3,9,3,4,8,17,3,6,3,5,6,8,103,60,2,4,7,13,3,7,16,4,39
"840","962XXX","Apelido840","Encerrado","Ok","Ação Civil Coletiva","2019-06-19",0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"841","963XXX","Apelido841","Encerrado","Ok","Ação Civil Coletiva","2017-02-27",5,5,2,2,20,33,1,5,12,3,0,4,17,5,1,2,4,5,9,6,16,1,9,9,0,3,3,92,63,0,1,6,16,5,3,12,3,36
"842","964XXX","Apelido842","Encerrado","Ok","Ação Civil Coletiva","2017-11-02",0,0,3,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843","965XXX","Apelido843","Encerrado","Ok","Ação Civil Coletiva","2019-05-05",4,1,2,4,16,39,5,1,11,5,3,6,19,4,1,3,2,2,7,8,16,5,9,10,3,3,7,104,55,1,5,8,15,5,8,12,0,30
"844","966XXX","Apelido844","Encerrado","Alerta","Ação Civil Coletiva","2017-08-20",5,0,0,6,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845","967XXX","Apelido845","Encerrado","Alerta","Ação Civil Coletiva","2018-05-10",2,3,1,6,18,30,0,4,13,5,2,8,18,2,3,3,7,1,4,5,15,5,4,7,5,3,6,101,55,2,2,5,10,0,7,13,3,22
"846","968XXX","Apelido846","Encerrado","Alerta","Ação Civil Coletiva","2018-07-17",0,4,0,7,10,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847","969XXX","Apelido847","Encerrado","Alerta","Ação Civil Coletiva","2018-11-18",1,1,1,7,20,28,0,3,13,4,5,9,18,3,5,3,3,4,9,5,18,5,4,9,5,7,10,85,68,0,5,8,15,2,7,17,2,22
"848","970XXX","Apelido848","Encerrado","Alerta","Ação Civil Coletiva","2019-06-04",4,5,3,7,17,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"849","971XXX","Apelido849","Encerrado","Alerta","Ação Civil Coletiva","2018-01-20",2,0,4,4,20,24,3,5,18,3,2,10,17,4,3,8,9,1,3,2,9,0,3,3,2,7,6,88,56,5,2,7,19,4,3,11,0,34
"850","972XXX","Apelido850","Encerrado","Alerta","Ação Civil Coletiva","2017-10-08",0,0,4,4,11,39,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"851","973XXX","Apelido851","Encerrado","Alerta","Ação Civil Coletiva","2017-04-09",1,3,0,3,18,31,1,3,19,1,0,9,20,4,0,4,2,2,3,6,14,2,7,5,4,9,3,100,59,4,1,5,16,3,3,10,2,28
"852","974XXX","Apelido852","Encerrado","Alerta","Ação Civil Coletiva","2017-08-19",5,3,2,5,16,23,5,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"853","975XXX","Apelido853","Encerrado","Alerta","Ação Civil Coletiva","2018-11-23",4,3,4,7,17,39,5,2,10,3,3,10,17,0,2,3,7,4,4,5,16,5,10,3,4,7,3,94,54,0,3,7,19,5,10,15,4,24
"854","976XXX","Apelido854","Encerrado","Alerta","Ação Civil Coletiva","2019-12-19",5,3,0,7,20,37,2,6,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"855","977XXX","Apelido855","Encerrado","Alerta","Ação Civil Coletiva","2017-08-02",1,5,4,2,11,29,1,6,15,4,1,4,19,0,1,9,8,3,3,6,14,4,8,7,5,6,2,98,51,3,3,4,18,4,10,10,2,22
"856","978XXX","Apelido856","Encerrado","Alerta","Ação Civil Coletiva","2019-08-26",2,1,2,7,19,34,4,2,17,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"857","979XXX","Apelido857","Encerrado","Alerta","Ação Civil Coletiva","2017-01-31",4,4,5,5,16,35,1,2,10,0,2,4,20,0,5,6,10,1,6,5,13,3,6,6,4,4,5,88,68,0,4,10,20,1,5,13,0,35
"858","980XXX","Apelido858","Encerrado","Alerta","Ação Civil Coletiva","2018-01-15",5,5,2,6,14,24,5,1,16,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"859","981XXX","Apelido859","Encerrado","Alerta","Ação Civil Coletiva","2017-04-02",2,1,5,7,17,22,0,2,20,0,5,5,11,5,2,8,8,3,4,10,8,4,6,2,2,9,7,103,64,5,0,4,12,5,9,15,3,39
"860","982XXX","Apelido860","Encerrado","Alerta","Ação Civil Coletiva","2018-11-19",2,5,2,3,14,40,4,1,16,1,5,8,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"861","983XXX","Apelido861","Encerrado","Alerta","Ação Civil Coletiva","2019-05-22",4,1,2,2,14,24,0,6,18,4,2,2,14,3,4,4,3,1,4,8,15,0,7,5,2,6,6,92,56,1,3,10,20,0,9,16,4,39
"862","984XXX","Apelido862","Encerrado","Alerta","Ação Civil Coletiva","2018-05-26",5,2,4,1,19,36,2,5,10,2,1,4,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"863","985XXX","Apelido863","Encerrado","Alerta","Ação Civil Coletiva","2017-03-20",4,2,3,5,12,35,0,6,13,4,1,10,14,4,2,4,8,3,8,9,16,4,8,3,3,8,7,98,69,1,2,2,13,0,3,18,5,25
"864","986XXX","Apelido864","Encerrado","Alerta","Ação Civil Coletiva","2019-07-22",2,4,1,6,15,24,0,2,16,3,0,9,16,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"865","987XXX","Apelido865","Encerrado","Alerta","Ação Civil Coletiva","2017-01-27",3,4,1,6,12,36,5,1,15,5,5,9,13,0,0,2,9,0,3,5,14,1,9,10,4,10,7,104,54,0,1,9,16,4,3,10,2,27
"866","988XXX","Apelido866","Encerrado","Alerta","Ação Civil Coletiva","2019-11-09",4,4,0,3,17,36,2,5,18,3,0,6,16,4,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"867","989XXX","Apelido867","Encerrado","Alerta","Ação Civil Coletiva","2018-02-14",4,2,2,6,10,30,1,6,16,0,5,4,17,0,3,3,3,1,2,6,18,0,10,4,0,6,9,87,70,1,2,3,15,1,5,13,5,34
"868","990XXX","Apelido868","Encerrado","Alerta","Ação Civil Coletiva","2019-04-28",5,3,5,2,11,27,3,7,12,2,5,4,17,0,0,10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"869","991XXX","Apelido869","Encerrado","Alerta","Ação Civil Coletiva","2017-08-12",3,0,5,7,13,38,5,5,14,2,0,8,19,5,0,5,9,4,3,6,10,0,10,9,2,2,9,88,53,1,1,8,18,3,2,17,1,30
"870","992XXX","Apelido870","Encerrado","Alerta","Ação Civil Coletiva","2019-10-29",4,1,2,5,20,25,3,2,15,0,3,6,17,4,1,10,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"871","993XXX","Apelido871","Encerrado","Alerta","Ação Civil Coletiva","2018-10-22",2,0,3,6,20,32,1,6,20,0,0,10,16,2,1,5,6,0,4,8,16,4,7,3,3,10,5,94,65,4,0,3,14,1,5,18,1,38
"872","994XXX","Apelido872","Encerrado","Alerta","Ação Civil Coletiva","2019-11-18",5,2,2,6,20,30,4,7,10,1,5,5,18,1,2,6,6,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873","995XXX","Apelido873","Encerrado","Alerta","Ação Civil Coletiva","2017-12-07",0,4,0,4,10,36,5,7,20,3,5,5,10,2,3,6,2,5,7,8,10,0,3,8,0,8,2,91,55,3,0,7,19,4,7,16,4,28
"874","996XXX","Apelido874","Encerrado","Alerta","Ação Civil Coletiva","2017-05-20",1,5,4,7,14,25,5,5,14,5,2,9,20,5,2,4,5,5,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"875","997XXX","Apelido875","Encerrado","Alerta","Ação Civil Coletiva","2019-10-21",2,0,0,7,13,22,4,6,17,0,1,3,11,0,0,9,8,1,7,7,8,4,8,6,2,2,4,104,53,2,0,2,14,4,3,18,5,25
"876","998XXX","Apelido876","Encerrado","Alerta","Ação Civil Coletiva","2018-03-17",4,4,5,7,16,32,5,7,10,0,2,10,18,5,1,5,9,0,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"877","999XXX","Apelido877","Encerrado","Alerta","Ação Civil Coletiva","2018-11-26",4,5,4,4,11,38,4,4,12,4,3,5,18,2,3,5,3,1,2,10,9,2,5,4,2,7,3,89,52,2,2,9,16,5,5,18,0,38
"878","1000XXX","Apelido878","Encerrado","Alerta","Ação Civil Coletiva","2018-06-06",0,4,0,4,14,40,2,7,17,2,0,4,12,2,0,3,2,3,8,2,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"879","1001XXX","Apelido879","Encerrado","Alerta","Ação Civil Coletiva","2018-07-10",4,1,5,5,15,39,0,7,11,3,5,2,16,0,4,10,5,2,8,8,14,1,10,5,2,5,7,103,69,1,4,10,14,3,6,11,5,29
"880","1002XXX","Apelido880","Encerrado","Alerta","Ação Civil Coletiva","2017-10-13",4,3,1,2,18,29,4,6,15,0,0,9,14,5,0,2,2,5,3,7,14,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"881","1003XXX","Apelido881","Encerrado","Alerta","Ação Civil Coletiva","2019-05-20",1,1,0,5,13,38,4,1,11,1,4,4,19,1,1,2,9,2,5,2,8,4,5,9,1,6,3,94,58,2,2,10,16,5,7,13,1,26
"882","1004XXX","Apelido882","Encerrado","Alerta","Ação Civil Coletiva","2017-10-25",4,2,1,3,19,29,4,2,11,1,5,3,13,0,0,4,5,3,10,5,16,2,6,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0
"883","1005XXX","Apelido883","Encerrado","Alerta","Ação Civil Coletiva","2018-08-17",4,5,2,4,12,25,5,3,13,3,4,4,11,2,3,8,9,0,8,6,18,5,7,8,2,10,6,98,64,1,3,5,10,5,5,15,0,39
"884","1006XXX","Apelido884","Encerrado","Alerta","Ação Civil Coletiva","2019-02-06",1,0,4,1,11,22,5,7,20,1,0,9,18,5,0,10,8,1,9,10,10,0,3,9,0,6,3,0,0,0,0,0,0,0,0,0,0,0
"885","1007XXX","Apelido885","Encerrado","Alerta","Ação Civil Coletiva","2019-08-26",5,2,2,4,15,33,5,6,13,4,4,4,14,3,1,6,3,2,5,5,13,5,4,6,2,7,10,101,68,5,3,6,17,3,2,12,1,29
"886","1008XXX","Apelido886","Encerrado","Alerta","Ação Civil Coletiva","2017-08-08",3,2,0,6,13,31,4,4,16,1,4,7,14,0,4,5,9,3,10,6,15,2,4,10,4,6,10,98,0,0,0,0,0,0,0,0,0,0
"887","1009XXX","Apelido887","Encerrado","Alerta","Ação Civil Coletiva","2018-02-21",5,4,0,5,16,40,3,1,15,1,4,7,17,5,1,8,7,3,10,2,17,3,9,3,1,9,3,90,51,0,4,5,12,3,5,10,1,30
"888","1010XXX","Apelido888","Encerrado","Alerta","Ação Civil Coletiva","2018-10-12",3,4,5,4,11,37,5,5,20,2,3,9,17,3,3,5,6,0,10,9,17,0,2,10,5,5,6,90,62,0,0,0,0,0,0,0,0,0
"889","1011XXX","Apelido889","Encerrado","Alerta","Ação Civil Coletiva","2019-12-21",2,3,5,3,18,23,4,4,16,1,1,3,15,5,4,10,9,0,8,4,8,5,2,2,3,6,4,86,63,0,0,7,20,2,7,15,5,39
"890","1012XXX","Apelido890","Encerrado","Alerta","Ação Civil Coletiva","2018-11-13",1,4,5,1,12,35,0,6,11,3,1,9,20,2,3,10,7,3,3,8,16,3,6,9,0,4,10,93,66,5,0,0,0,0,0,0,0,0
"891","1013XXX","Apelido891","Encerrado","Alerta","Ação Civil Coletiva","2019-12-16",1,5,2,1,11,25,2,3,10,0,2,6,16,0,0,3,5,3,6,6,10,3,7,5,5,3,3,97,58,2,5,4,10,5,10,11,4,34
"892","1014XXX","Apelido892","Encerrado","Alerta","Ação Civil Coletiva","2017-01-12",4,4,4,3,10,27,3,2,18,4,1,7,17,5,1,8,6,1,5,6,18,0,10,6,1,2,3,99,53,3,2,7,0,0,0,0,0,0
"893","1015XXX","Apelido893","Encerrado","Alerta","Ação Civil Coletiva","2019-04-24",4,1,4,1,10,40,2,4,16,3,2,9,14,5,3,4,3,4,6,3,12,5,9,2,0,5,5,102,66,5,0,6,16,3,5,18,0,26
"894","1016XXX","Apelido894","Encerrado","Alerta","Ação Civil Coletiva","2017-12-20",2,1,2,6,15,40,3,1,17,0,4,5,17,4,5,2,5,5,7,4,12,2,9,6,0,7,9,89,56,1,3,4,12,0,0,0,0,0
"895","1017XXX","Apelido895","Encerrado","Alerta","Ação Civil Coletiva","2019-03-02",3,2,5,3,13,25,4,3,11,4,5,8,10,5,3,3,10,1,3,2,11,4,2,9,5,3,8,95,58,5,1,8,13,3,6,20,2,33
"896","1018XXX","Apelido896","Encerrado","Alerta","Ação Civil Coletiva","2019-05-09",2,1,0,3,10,33,0,5,20,1,0,4,15,4,4,10,4,1,7,3,16,1,5,5,2,3,5,96,63,1,1,6,10,2,0,0,0,0
"897","1019XXX","Apelido897","Encerrado","Alerta","Ação Civil Coletiva","2019-01-18",2,0,5,2,13,27,1,5,17,0,4,5,17,1,2,7,6,4,6,4,8,5,6,6,1,4,7,88,59,0,4,4,17,3,8,18,2,29
"898","1020XXX","Apelido898","Encerrado","Alerta","Ação Civil Coletiva","2018-03-24",3,4,5,5,18,24,0,1,20,0,3,7,10,1,1,8,3,0,3,2,16,1,3,3,5,9,4,95,53,1,3,4,11,3,4,0,0,0
"899","1021XXX","Apelido899","Encerrado","Alerta","Ação Civil Coletiva","2017-09-20",4,2,2,4,15,23,4,3,12,3,2,4,10,3,1,3,3,2,8,7,15,2,8,8,4,7,7,88,60,2,4,7,18,1,10,19,1,25
"900","1022XXX","Apelido900","Encerrado","Alerta","Ação Civil Coletiva","2018-05-18",5,4,0,1,17,24,4,3,19,4,4,4,10,2,5,6,2,4,10,10,12,3,10,8,2,5,9,99,56,4,0,2,10,5,2,17,0,0
"901","1023XXX","Apelido901","Encerrado","Alerta","Ação Civil Coletiva","2018-07-29",1,2,0,6,20,31,2,6,11,0,5,3,14,0,0,7,9,5,7,4,12,5,3,3,5,4,7,102,65,0,3,2,14,1,8,13,2,37
"902","1024XXX","Apelido902","Encerrado","Alerta","Ação Civil Coletiva","2018-11-04",1,1,3,3,12,38,3,6,19,3,4,9,17,0,3,10,3,2,10,5,16,0,3,4,5,8,3,103,70,2,0,10,11,1,10,20,5,0
"903","1025XXX","Apelido903","Encerrado","Alerta","Ação Civil Coletiva","2018-08-29",0,4,3,4,16,27,5,4,11,4,1,2,16,3,1,2,8,0,8,8,8,0,4,6,3,5,7,103,55,3,3,5,15,2,8,13,3,40
"904","1026XXX","Apelido904","Encerrado","Alerta","Ação Civil Coletiva","2018-07-03",1,2,1,7,10,35,4,4,17,3,5,6,13,1,5,2,8,1,9,6,15,5,8,5,0,3,2,97,59,5,3,9,19,3,7,15,2,32
"905","1027XXX","Apelido905","Encerrado","Alerta","Ação Civil Coletiva","2017-04-11",3,5,2,5,18,30,4,5,16,5,1,5,11,1,4,5,3,3,9,8,17,4,6,7,4,10,4,99,53,5,2,3,10,5,10,13,5,38
"906","1028XXX","Apelido906","Encerrado","Alerta","Ação Civil Coletiva","2019-05-23",4,0,4,1,13,26,0,6,16,3,2,10,18,0,2,7,5,2,2,8,16,1,10,5,2,5,10,105,61,3,5,7,19,1,9,14,4,22
"907","1029XXX","Apelido907","Encerrado","Alerta","Ação Civil Coletiva","2018-06-29",1,5,0,1,20,27,3,2,14,2,5,5,10,4,0,2,8,5,3,4,17,5,5,4,1,4,6,104,66,0,1,4,17,0,2,12,0,34
"908","1030XXX","Apelido908","Encerrado","Alerta","Ação Civil Coletiva","2018-01-29",4,3,0,6,12,26,3,6,12,2,5,2,12,2,4,3,3,2,9,5,15,1,5,5,4,2,7,92,58,1,2,8,13,3,8,13,2,35
"909","1031XXX","Apelido909","Encerrado","Alerta","Ação Civil Coletiva","2017-01-31",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910","1032XXX","Apelido910","Encerrado","Alerta","Ação Civil Coletiva","2019-03-23",4,0,5,6,20,35,3,6,20,0,5,10,10,5,4,4,8,4,2,10,14,1,10,2,3,4,7,88,59,0,0,10,13,0,6,19,1,22
"911","1033XXX","Apelido911","Encerrado","Alerta","Ação Civil Coletiva","2017-04-06",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"912","1034XXX","Apelido912","Encerrado","Alerta","Ação Civil Coletiva","2018-09-02",5,4,1,3,19,28,2,1,14,4,5,3,12,1,1,6,6,0,10,4,15,4,6,2,5,9,7,96,66,4,0,10,16,3,3,20,5,28
"913","1035XXX","Apelido913","Encerrado","Alerta","Ação Civil Coletiva","2019-07-21",4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
